@relation _Users_Siddhartha_Documents_Academics_5thSem_CS626_Project_nlpProject_LyricsSentiAnalysis_NoStemmingLyricsCorpus

@attribute text string
@attribute @@class@@ {Angry,Happy,Romantic,Sad}

@data
'and so it is\njust like you said it would be\nlife goes easy on me\nmost of the time\nand so it is\nthe shorter story\nno love no glory\nno hero in her sky\n\ni can not take my eyes off of you\ni can not take my eyes off you\ni can not take my eyes off of you\ni can not take my eyes off you\ni can not take my eyes off you\ni can not take my eyes\n\nand so it is\njust like you said it should be\nwe will both forget the breeze\nmost of the time\nand so it is\nthe colder water\nthe blower daughter\nthe pupil in denial\n\ni can not take my eyes off of you\ni can not take my eyes off you\ni can not take my eyes off of you\ni can not take my eyes off you\ni can not take my eyes off you\ni can not take my eyes\n\ndid i say that i loathe you\ndid i say that i want to\nleave it all behind\n\ni can not take my mind off of you\ni can not take my mind off you\ni can not take my mind off of you\ni can not take my mind off you\ni can not take my mind off you\ni can not take my mind\nmy mindmy mind\ntil i find somebody new',Sad
'because you can not jump the track we are like cars on a cable\nand life like an hourglass glued to the table\nno one can find the rewind button girl\nso cradle your head in your hands\nand breathejust breathe',Sad
'6 am day after christmas\ni throw some clothes on in the dark\nthe smell of cold\ncar seat is freezing\nthe world is sleeping\ni am numb\n\nup the stairs to the apartment\nshe is balled up on the couch\nher mom and dad went down to charlotte\nthey are not home to find us out\nand we drive\nnow that i have found someone\ni am feeling more alone\nthan i ever have before\n\nshe a brick and i am drowning slowly\noff the coast and i am headed nowhere\nshe a brick and i am drowning slowly\n\nthey call her name at 730\ni pace around the parking lot\nthen i walk down to buy her flowers\nand sell some gifts that i got\ncan not you see\nit not me you are dying for\nnow she is feeling more alone\nthan she ever has before\n\nshe a brick and i am drowning slowly\noff the coast and i am headed nowhere\nshe a brick and i am drowning slowly\n\nas weeks went by\nit showed that she was not fine\nthey told me son it is time to tell the truth\nand she broke down and i broke down\ncause i was tired of lying\n\ndriving back to her apartment\nfor the moment we are alone\nbut she is alone\nand i am alone\nand now i know it\n\nshe a brick and i am drowning slowly\noff the coast and i am headed nowhere\nshe a brick and i am drowning slowly',Sad
'goodbye norma jean\nthough i never knew you at all\nyou had the grace to hold yourself\nwhile those around you crawled\nthey crawled out of the woodwork\nand they whispered into your brain\nthey set you on the treadmill\nand they made you change your name\n\nand it seems to me you lived your life\nlike a candle in the wind\nnever knowing who to cling to\nwhen the rain set in\nand i would have liked to have known you\nbut i was just a kid\nyour candle burned out long before\nyour legend ever did\n\nloneliness was tough\nthe toughest role you ever played\nhollywood created a superstar\nand pain was the price you paid\neven when you died\noh the press still hounded you\nall the papers had to say\nwas that marilyn was found in the nude\n\ngoodbye norma jean\nfrom the young man in the 22nd row\nwho sees you as something as more than sexual\nmore than just our marilyn monroe',Sad
'with a drink in her hand\nshe will stop her car and then\nseal herself for good in the garage\nshe never leaving\n\nthere were times to be sure\nit was so pure you might choke\nbut it is too late in the garage\nthe falling ceiling\n\nand all the walls will fade to black\ncould she be thinking of another now\n\ntake my hand pull me through\nthere so much i left undone\nbut it is too late now in the garage\n\nand all the walls will fade to black\ncould she be thinking of another\n\nthey found her car still running\nin the garage\nshe would come so far to end her life\nby the rusty mower and chicken wire\nby the chicken wire and studded tire\nby the rusty mower and chicken wire',Sad
'creep\n\nwhen you were here before\ncouldn not look you in the eye\nyou are just like an angel\nyour skin makes me cry\nyou float like a feather\nin a beautiful world\ni wish i was special\nyou are so fucking special\n\nbut i am a creep\ni am a weirdo\nwhat the hell am i doing here\ni don not belong here\n\ni don not care if it hurts\ni want to have control\ni want a perfect body\ni want a perfect soul\ni want you to notice when i am not around\nyou are so fucking special\ni wish i was special\n\nbut i am a creep\ni am a weirdo\nwhat the hell am i doing here\ni don not belong here\n\nshe running out the door\nshe running out\nshe runs runs runs runs\nruns\n\nwhatever makes you happy\nwhatever you want\nyou are so fucking special\ni wish i was special\n\nbut i am a creep\ni am a weirdo\nwhat the hell am i doing here\ni don not belong here\ni don not belong here',Sad
'back when i was a child before life removed all the innocence\nmy father would lift me high and dance with my mother and me and then\nspin me around â€˜til i fell asleep\nthen up the stairs he would carry me\nand i knew for sure i was loved\nif i could get another chance another walk another dance with him\niâ€™d play a song that would never ever end\nhow iâ€™d love love love\nto dance with my father again\nwhen i and my mother would disagree\nto get my way i would run from her to him\nheâ€™d make me laugh just to comfort me\nthen finally make me do just what my mama said\nlater that night when i was asleep\nhe left a dollar under my sheet\nnever dreamed that he would be gone from me\nif i could steal one final glance one final step one final dance with him\niâ€™d play a song that would never ever end\nâ€˜cause iâ€™d love love love\nto dance with my father again\nsometimes iâ€™d listen outside her door\nand iâ€™d hear how my mother cried for him\ni pray for her even more than me\ni pray for her even more than me\ni know iâ€™m praying for much too much\nbut could you send back the only man she loved\ni know you donâ€™t do it usually\nbut dear lord sheâ€™s dying\nto dance with my father again\nevery night i fall asleep and this is all i ever dream',Sad
'time is gonna take my mind\nand carry it far away where i can fly\nthe depth of life will dim\nmy temptation to live for you\n\nif i were to be alone silence would rock my tears\nâ€˜cause it is all about love and i know better\nhow life is a waving feather\n\nso i put my arms around you around you\nand i know that i will be leaving soon\nmy eyes are on you they are on you\nand you see that i can not stop shaking\n\nno i won not step back\nbut i will look down to hide from eyes\nâ€˜cause what i feel is so sweet\nand i am scared that even my own breath\noh could burst it if it were a bubble\nand i would better dream if i have to struggle\n\nso i put my arms around you around you\nand i hope that i will do no wrong\nmy eyes are on you they are on you\nand i hope that you won not hurt me\n\ni am dancing in the room\nas if i was in the woods with you\ndon not need for anything but music\nmusic the reason why i know time still exists\ntime still exists\ntime still exists\ntime still exists\n\nso i just put my arms around you around you\nand i hope that i will do no wrong\nmy eyes are on you they are on you\nand i hope that you won not hurt me\n\nmy arms around you they are round you\nand i hope that i will do no wrong\nmy eyes are on you they are on you they are on you\nmy eyesâ€¦',Sad
'it don not hurt anymore\nall my teardrops have dried\nno more walkin the floor\nwith that burnin inside\njust to think it could be\ntime has opened the door\nand at last i am free\ni don not hurt anymore\n\nno use to deny i wanted to die\nthe day you said we were through\nbut now that i find you are out of my mind\ni can not believe that it is true\ni have forgotten somehow\nthat i cared so before\nand it is wonderful now\ni don not hurt anymore\n\nno use to deny i wanted to die\nthe day you said we were through\nbut now that i find you are out of my mind\ni can not believe that it is true\ni have forgotten somehow\nthat i cared so before\nand it is wonderful now\ni don not hurt anymore',Sad
'the silicon chip inside her head\ngets switched to overload\nand nobody gonna go to school today\nshe gonna make them stay at home\nand daddy doesn not understand it\nhe always said she was good as gold\nand he can see no reason\ncos there are no reasons\nwhat reasons do you need to be shown\n\ntell me why\ni don not like mondays\ni want to shoot\nthe whole day down\n\nthe telex machine is kept so clean\nand it types to waiting world\nand mother feels so shocked\nfather world is rocked\nand their thoughts turn to\ntheir own little girl\nsweet 16 is not that peachy keen\nno it is not so neat to admit defeat\nthey can see no reasons\ncos there are no reasons\nwhat reasons do you need to be shown\n\n\nall the playing stopped in the playground now\nshe wants to play with her toys awhile\nand school out early and soon we will be learning\nthat the lesson today is how to die\nand then the bullhorn crackles\nand the captain tackles\nwith the problems and the how and whys\nand he can see no reasons\ncos there are no reasons\n\nwhat reasons do you need to die',Sad
'when your day is long\nand the night the night is yours alone\nwhen you are sure you have had enough\nof this life well hang on\n\ndon not let yourself go\ncause everybody cries\nand everybody hurts sometimes\n\nsometimes everything is wrong\nnow it is time to sing along\nwhen your day is night alone hold on hold on\nif you feel like letting go hold on\nif you think you have had too much\nof this life well hang on\n\neverybody hurts\ntake comfort in your friends\neverybody hurts\ndon not throw your hand oh no\n\ndon not throw your hand\nif you feel like you are alone\nno no no you are not alone\n\nif you are on your own in this life\nthe days and nights are long\nwhen you think you have had too much of this life to hang on\n\nwell everybody hurts sometimes\neverybody cries\neverybody hurts sometimes\nand everybody hurts sometimes\n\nso hold on hold on\nhold on hold on hold on hold on hold on hold on\neverybody hurts',Sad
'he needs a quiet room\nwith a lock to keep him in\nit just a quiet room\nand he is there\n\nhe plays an old guitar\nwith a coin found by the phone\nit was his friends guitar\nthat he played\n\nhe never been in love\nbut he knows just what love is\nhe said nevermind\nand noone speaks\n\nhe thinks he drinks too much\ncos when he tells his too best friends\ni think i drink too much\nnoone speaks\nnoone speaks\nnoone speaks\n\nhe plays an old guitar\nwith a coin found by the phone\nit was his friends guitar\nthat he played\n\nwhen he plays\nnoone speaks\nnoone speaks\nwhen he plays\nnoone speaks',Sad
'hold on\nhold on to yourself\nfor this is gonna hurt like hell\nhold on\nhold on to yourself\nyou know that only time will tell\nwhat is it in me that refuses to believe\nthis isn not easier than the real thing\nmy love\nyou know that you are my best friend\nyou know i would do anything for you\nmy love\nlet nothing come between us\nmy love for you is strong and true\nam i in heaven here or am i\nat the crossroads i am standing\nso now you are sleeping peaceful\ni lie awake and pray\nthat you will be strong tomorrow and well\nsee another day and we will praise it\nand love the light that brings a smile\nacross your face\noh god if you are out there won not you hear me\ni know that we have never talked before\noh god the man i love is leaving\nwon not you take him when he comes to your door\nam i in heaven here or am i in hell\nat the crossroads i am standing\nnow you are sleeping peaceful\ni lie awake and pray\nthat you will be strong tomorrow and well\nsee another day and we will praise it\nand love the light that brings a smile\nacross your face\nhold on\nhold on to yourself\nfor this is gonna hurt like hell',Sad
'i  hurt myself today \n to see if i still feel \n i focus on the pain \n the only thing that real \n the needle tears a hole\n the old familiar sting \n try to kill it all away \n but i remember everything \n\n what have i become \n my sweetest friend \n everyone i know goes away \n in the end \n and you could have it all \n my empire of dirt \n i will let you down \n i will make you hurt \n\n i wear this crown of thorns \n upon my liar chair \n full of broken thoughts \n i cannot repair \n beneath the stains of time \n the feelings disappear \n you are someone else \n i am still right here \n\n\n what have i become \n my sweetest friend \n everyone i know goes away \n in the end \n and you could have it all \n my empire of dirt \n i will let you down \n i will make you hurt \n\n if i could start again \n a million miles away \n i would keep myself \n i would find a way',Sad
'i hurt myself today\nto see if i still feel\ni focus on the pain\nthe only thing that real\n\nthe needle tears a hole\nthe old familiar sting\ntry to kill it all away\nbut i remember everything\n\nwhat have i become\nmy sweetest friend\neveryone i know goes away\nin the end\n\nand you could have it all\nmy empire of dirt\n\ni will let you down\ni will make you hurt\n\ni wear this crown of thorns\nupon my liar chair\nfull of broken thoughts\ni cannot repair\n\nbeneath the stains of time\nthe feelings disappear\nyou are someone else\ni am still right here\n\nwhat have i become\nmy sweetest friend\neveryone i know goes away\nin the end\n\nand you could have it all\nmy empire of dirt\n\ni will let you down\ni will make you hurt\n\nif i could start again\na million miles away\ni would keep myself\ni would find a way',Sad
'something\nis about to give\ni can feel it coming\ni think i know what it is\n\ni am not afraid to die\ni am not afraid to live\nand when i am flat on my back\ni hope to feel like i did\n\nand hardness\nit sets in\nyou need some protection\nthe thinner the skin\n\ni want you to know\nthat you don not need me anymore\ni want you to know\nyou don not need anyone\nor anything at all\n\nwho to say where the wind will take you\nwho to say what it is will break you\ni don not know\nwhich way the wind will blow\n\nwho to know when the time has come around\ndon not want to see you cry\ni know that this is not goodbye\n\nit somewhere i can taste the salty sea\nthere a kite blowing out of control on the breeze\ni wonder what gonna happen to you\nyou wonder what has happened to me\n\ni am a man\ni am not a child\na man who sees\nthe shadow behind your eyes\n\nwho to say where the wind will take you\nwho to say what it is will break you\ni don not know\nwhere the wind will blow\n\nwho to know when the time has come around\ni don not want to see you cry\ni know that this is not goodbye\n\ndid i waste it\nnot so much i couldn not taste it\nlife should be fragrant\nrooftop to the basement\n\nthe last of the rocks stars\nwhen hiphop drove the big cars\nin the time when new media\nwas the big idea\nwhat was the big idea',Sad
'mama take this badge off of me\ni can not use it anymore\nit gettin dark too dark to see\ni feel i am knockin on heaven door\n\nknock knock knockin on heaven door\nknock knock knockin on heaven door\nknock knock knockin on heaven door\nknock knock knockin on heaven door\n\nmama put my guns in the ground\ni can not shoot them anymore\nthat long black cloud is comin down\ni feel i am knockin on heaven door\n\nknock knock knockin on heaven door\nknock knock knockin on heaven door\nknock knock knockin on heaven door\nknock knock knockin on heaven door',Sad
'oh where oh where can my baby be \nthe lord took her away from me\nshe gone to heaven so i have got to be good \nso i can see my baby when i leave this world\n\nwe were out on a date in my daddy car\nwe hadn not driven very far\nthere in the road straight ahead\na car was stalled the engine was dead\ni couldn not stop so i swerved to the right\ni will never forget the sound that night\nthe screaming tires the busting glass\nthe painful scream that i heard last\n\n\nwhen i woke up the rain was falling down\nthere were people standing all around\nsomething warm flowing through my eyes\nbut somehow i found my baby that night\ni lifted her head she looked at me and said\nhold me darling just a little while\ni held her close i kissed her  our last kiss\ni found the love that i knew i had missed\nwell now she is gone even though i hold her tight\ni lost my love my life that night',Sad
'all around me are familiar faces\nworn out places worn out faces\nbright and early for their daily races\ngoing nowhere going nowhere\n\ntheir tears are filling up their glasses\nno expression no expression\nhide my head i wanna drown my sorrow\nno tomorrow no tomorrow\n\nand i find it kinda funny\ni find it kinda sad\nthe dreams in which i am dying\nare the best i have ever had\ni find it hard to tell you\ni find it hard to take\nwhen people run in circles\nit a very very mad world mad world\n\nchildren waiting for the day they feel good\nhappy birthday happy birthday\nand i feel the way that every child should\nsit and listen sit and listen\n\nwent to school and i was very nervous\nno one knew me no one knew me\nhello teacher tell me what my lesson\nlook right through me look right through me\n\nand i find it kinda funny\ni find it kinda sad\nthe dreams in which i am dying\nare the best i have ever had\ni find it hard to tell you\ni find it hard to take\nwhen people run in circles\nit a very very mad world mad world\n\nenlarging your world\nmad world',Sad
'i am so tired of being here\nsuppressed by all my childish fears\nand if you have to leave\ni wish that you would just leave\ncause your presence still lingers here\nand it won not leave me alone\n\nthese wounds won not seem to heal\nthis pain is just too real\nthere just too much that time cannot erase\n\nwhen you cried i would wipe away all of your tears\nwhen you would scream i would fight away all of your fears\nand i held your hand through all of these years\nbut you still have all of me\n\nyou used to captivate me by your resonating light\nnow i am bound by the life you left behind\nyour faceâ€”it haunts my once pleasant dreams\nyour voiceâ€”it chased away all the sanity in me\n\nthese wounds won not seem to heal\nthis pain is just too real\nthere just too much that time cannot erase\n\n\ni have tried so hard to tell myself that you are gone\nbut though you are still with me\ni have been alone all along\n\nme me me',Sad
'it been seven hours and fifteen days\nsince u took your love away\ni go out every night and sleep all day\nsince u took your love away\n\nsince u been gone i can do whatever i want\ni can see whomever i choose\ni can eat my dinner in a fancy restaurant\nbut nothing\ni said nothing can take away these blues\n\n`cause nothing compares\nnothing compares 2 u\n\nit been so lonely without u here\nlike a bird without a song\nnothing can stop these lonely tears from falling\ntell me baby where did i go wrong\n\ni could put my arms around every boy i see\nbut they would only remind me of you\ni went to the doctor and guess what he told me\nguess what he told me\nhe said girl you better try to have fun no matter what you do\nbut he is a fool\n\n`cause nothing compares\nnothing compares 2 u\n\nall the flowers that u planted mama\nin the back yard\nall died when u went away\ni know that living with u baby was sometimes hard\nbut i am willing to give it another try\n\nnothing compares\nnothing compares 2 u\nnothing compares\nnothing compares 2 u\nnothing compares\nnothing compares 2 u',Sad
'another turning point a fork stuck in the road\ntime grabs you by the wrist directs you where to go\nso make the best of this test and don not ask why\nit not a question but a lesson learned in time\n\nit something unpredictable but in the end is right\ni hope you had the time of your life\n\nso take the photographs and still frames in your mind\nhang it on a shelf in good health and good time\ntattoos and memories and dead skin on trial\nfor what it is worth it was worth all the while\n\nit something unpredictable but in the end is right\ni hope you had the time of your life\n\nit something unpredictable but in the end is right\ni hope you had the time of your life\n\nit something unpredictable but in the end is right\ni hope you had the time of your life',Sad
'i was bruised and battered i couldn not tell what i felt \ni was unrecognizable to myself \ni saw my reflection in a window i didn not know my own face \noh brother are you gonna leave me wastin away \non the streets of philadelphia \n\ni walked the avenue til my legs felt like stone \ni heard the voices of friends vanished and gone \nat night i could hear the blood in my veins \nblack and whispering as the rain \non the streets of philadelphia \n\nain not no angel gonna greet me \nit just you and i my friend \nmy clothes don not fit me no more \ni walked a thousand miles \njust to slip this skin \n\nthe night has fallen i am lyin awake \ni can feel myself fading away \nso receive me brother with your faithless kiss \nor will we leave each other alone like this \non the streets of philadelphia',Sad
'my tea gone cold i am wondering why i\ngot out of bed at all\nthe morning rain clouds up my window\nand i can not see at all\nand even if i could it will all be gray\nbut your picture on my wall\nit reminds me that it is not so bad\nit not so bad\n\n\ndear slim i wrote you but you still is not calling\ni left my cell my pager and my home phone at the bottom\ni sent two letters back in autumn you must nota got em\nthere probably was a problem at the post office or something\nsometimes i scribble addresses too sloppy when i jot em\nbut anyways fuck it what been up man how your daughter\nmy girlfriend pregnant too i am bout to be a father\nif i have a daughter guess what ima call her\nima name her bonnie\ni read about your uncle ronnie too i am sorry\ni had a friend kill himself over some bitch who didn not want him\ni know you probably hear this everyday but i am your biggest fan\ni even got the underground shit that you did with skam\ni got a room full of your posters and your pictures man\ni like the shit you did with rawkus too that shit was fat\nanyways i hope you get this man hit me back\njust to chat truly yours your biggest fan\nthis is stan\n\ndear slim you still is not called or wrote i hope you have a chance\ni is not mad  i just think it is fucked up you don not answer fans\nif you didn not wanna talk to me outside your concert\nyou didn not have to but you coulda signed an autograph for matthew\nthat my little brother man he is only six years old\nwe waited in the blistering cold for you\nfour hours and you just said no\nthat pretty shitty man  you are like his fucking idol\nhe wants to be just like you man he likes you more than i do\ni is not that mad though i just don not like being lied to\nremember when we met in denver  you said if i would write you\nyou would write back  see i am just like you in a way\ni never knew my father neither\nhe used to always cheat on my mom and beat her\ni can relate to what you are saying in your songs\nso when i have a shitty day i drift away and put em on\ncause i don not really got shit else so that shit helps when i am depressed\ni even got a tattoo with your name across the chest\nsometimes i even cut myself to see how much it bleeds\nit like adrenaline the pain is such a sudden rush for me\nsee everything you say is real and i respect you cause you tell it\nmy girlfriend jealous cause i talk about you 247\nbut she don not know you like i know you slim no one does\nshe don not know what it was like for people like us growing up\nyou gotta call me man i will be the biggest fan you will ever lose\nsincerely yours stan  ps\nwe should be together too\n\ndear misterimtoogoodtocallorwritemyfans\nthis will be the last package i ever send your ass\nit been six months and still no word  i don not deserve it\ni know you got my last two letters\ni wrote the addresses on em perfect\nso this is my cassette i am sending you i hope you hear it\ni am in the car right now i am doing 90 on the freeway\nhey slim i drank a fifth of vodka you dare me to drive\nyou know the song by phil collins in the air of the night\nabout that guy who coulda saved that other guy from drowning\nbut didnt then phil saw it all then at a show he found him\nthat kinda how this is you coulda rescued me from drowning\nnow it is too late  i am on a 1000 downers now i am drowsy\nand all i wanted was a lousy letter or a call\ni hope you know i ripped all of your pictures off the wall\ni love you slim we coulda been together think about it\nyou ruined it now i hope you can not sleep and you dream about it\nand when you dream i hope you can not sleep and you scream about it\ni hope your conscience eats at you and you can not breathe without me\nsee slim screaming] shut up bitch i am trying to talk\nhey slim that my girlfriend screaming in the trunk\nbut i didn not slit her throat i just tied her up see i is not like you\ncause if she suffocates she will suffer more and then she will die too\nwell gotta go i am almost at the bridge now\noh shit i forgot how am i supposed to send this shit out\n\n\n\ndear stan i meant to write you sooner but i just been busy\nyou said your girlfriend pregnant now how far along is she\nlook i am really flattered you would call your daughter that\nand here an autograph for your brother\ni wrote it on the starter cap\ni am sorry i didn not see you at the show i musta missed you\ndon not think i did that shit intentionally just to diss you\nbut what this shit you said about you like to cut your wrists too\ni say that shit just clowning dogg\ncmon  how fucked up is you\nyou got some issues stan i think you need some counseling\nto help your ass from bouncing off the walls when you get down some\nand what this shit about us meant to be together\nthat type of shit will make me not want us to meet each other\ni really think you and your girlfriend need each other\nor maybe you just need to treat her better\ni hope you get to read this letter i just hope it reaches you in time\nbefore you hurt yourself i think that you will be doing just fine\nif you relax a little i am glad i inspire you but stan\nwhy are you so mad try to understand that i do want you as a fan\ni just don not want you to do some crazy shit\ni seen this one shit on the news a couple weeks ago that made me sick\nsome dude was drunk and drove his car over a bridge\nand had his girlfriend in the trunk and she was pregnant with his kid\nand in the car they found a tape but they didn not say who it was to\ncome to think about it his name was it was you\ndamn',Sad
'he was always such a nice boy\nthe quiet one \nwith good intentions\nhe was down for his brother\nrespectful to his mother\na good boy\nbut good don not get attention\none kid with a promise\nthe brightest kid in school\nhe not a fool\nreading books about science and smart stuff\nit not enough no\ncause smart don not make you cool whoa\n\nhe not invisible anymore\nwith his father 9 and a broken fuse\nsince he walked through that classroom door\nhe all over primetime news\n\nmary got the same size hands \nas marilyn monroe\nshe put her fingers in the imprints\nat manns chinese theater show\nshe coulda been a movie star\nnever got the chance to go that far\nher life was stole \nnow we will never know\n\nno no no no oh\n\nthey were crying to the camera\nsaid he never fitted in\nhe wasn not welcomed\nhe showed up the parties\nwe was hanging in\nsome guys puttin him down\nbullying him round round\nnow i wish i woulda talked to him\ngave him the time of day\nnot turn away\nif i woulda been the one to maybe go this far\nhe might have stayed at home\nplaying angry chords on his guitar\n\nhe not invisible anymore\nwith his baggy pants and his legs in chains\nsince he walked through that classroom door\neverybody knows his name\n\nmary got the same size hands oh\nas marilyn monroe\nshe put her fingers in the imprints ooh\nat manns chinese theater show\nshe coulda been a movie star she coulda been a movie star oh\nnever got the chance to go that far\nher life was stole \nnow we will never know\nnow we will never know oh\n\ngreg was always getting net from 20 feet away 20 feet away\nhe had a try out with the sixers\ncouldn not wait for saturday saturday\nnow we are never gonna see him slam\nflying high as kobe can\nhis life was stole stole\noh now we will never know\n\nnow we will never never never know\nmmm now we will never never never never know\nstole stole\noh whoa yeah yeah yeah yeah yeah yeah\n\nmary got the same size hands same size hands\nas marilyn monroe oh\nshe put her fingers in the imprints\nat manns chinese theater show she was gonna be a star\nshe coulda been a movie star oh no\nnever got the chance to go that far never got the chance\nher life was stole stole stole\noh now we will never know \nnow we will never never know no\n\ngreg was always getting net from 20 feet away he had game oh\nhe had a try out with the sixers\ncouldn not wait for saturday\nnow we are never gonna see him slam never see him\nflying high as kobe can\nhis life was stole stole oh\noh now we will never know\nnow we will never never know\n\noh no no no\nyeah their lives were stole',Sad
'would you know my name\nif i saw you in heaven\nwould it be the same\nif i saw you in heaven\n\ni must be strong\nand carry on\ncause i know i don not belong\nhere in heaven\n\nwould you hold my hand\nif i saw you in heaven\nwould you help me stand\nif i saw you in heaven\n\ni will find my way\nthrough night and day\ncause i know i just can not stay\nhere in heaven\n\ntime can bring you down\ntime can bend your knees\ntime can break your heart\nhave you begging please begging please\n\nbeyond the door\nthere peace i am sure\nand i know there will be no more\ntears in heaven\n\nwould you know my name\nif i saw you in heaven\nwould it be the same\nif i saw you in heaven\n\ni must be strong\nand carry on\ncause i know i don not belong\nhere in heaven',Sad
'the love that you gave me has gone with the rain\nthe joy that just filled me has turned into pain\n\nmy face in the mirror reminds me of you\nit the one that you lied to when you said you would be true\n\nthe tears in my eyes are all that you will find\nthe scars on my face just deepen my mind\n\nthe love that you gave me has gone with the rain\nthe joy that just filled me has turned into pain',Sad
'sitting here alone \nstaring at the floor \nno one calls me good \ni am leaving here today \ni did everything you asked \ni did everything i could \nand all that matters now has gone for good \nbut if i would fall \nwould you then meet \nwould you do anything for me \nthen i will suppose you know that i am let down \nand i will understand i will be your guy \ni will do everything right tonight \nand i will suppose you know that i am let down \n\nso i guess you were correct \nnow my life is back \nno one called me good \ni will leave myself today \nwashed up on the shore \nsadder than i was before \ni gave up my existence for a better call \n\nso if i would fall \nwhat would you do \nnow i mean nothing at all to you \ni won not suppose you know that i am let down \nand i will fade away \ni will go to black \ni will sleep away tonight \ni will counter attack \nyou know i am not let down \nso now i fell can you see me \n1 2 3 4 i am so lonely \nif this thing breaks then i will break down',Sad
'all this talk of getting old\nit getting me down my love\nlike a cat in a bag waiting to drown\nthis time i am comin down\n\nand i hope you are thinking of me\nas you lay down on your side\nnow the drugs don not work\nthey just make you worse\nbut i know i will see your face again\n\nnow the drugs don not work\nthey just make you worse\nbut i know i will see your face again\n\nbut i know i am on a losing streak\ncause i passed down my old street\nand if you wanna show then just let me know\nand i will sing in your ear again\n\nnow the drugs don not work\nthey just make you worse\nbut i know i will see your face again\n\ncause baby ooh if heaven calls i am coming too\njust like you said you leave my life i am better off dead\n\nall this talk of getting old \nit getting me down my love\nlike a cat in a bag waiting to drown\nthis time i am comin down\n\nnow the drugs don not work\nthey just make you worse\nbut i know i will see your face again\n\ncause baby ooh if heaven calls i am coming too\njust like you said you leave my life i am better off dead\n\nbut if you wanna show just let me know\nand i will sing in your ear again\n\nnow the drugs don not work\nthey just make you worse\nbut i know i will see your face again \n\nyeah i know i will see your face again\nyeah i know i will see your face again\nyeah i know i will see your face again\nyeah i know i will see your face again\n\ni am never going down i am never coming down\nno more no more no more no more no more\ni am never coming down i am never going down\nno more no more no more no more no more',Sad
'somewhere in time i know\ndarling you will come back to me\nroses will bloom again\nbut spring feels like eternity\nin your kiss it wasn not goodbye\nyou are still the reason why\n\ni can hear you whispering in the silence of my room\nmy heart still surrenders like the sun to the moon\ni can barely stand this aching burning endlessly\nlove me now forever\nwere the last words you said to me\n\nand when the morning comes\nmy hands still reach out for you\nsome things remain the same\nthere is nothing i can do\ni can barely get through the day\never since you went away\n\ni can hear you whispering in the silence of my room\nmy heart still surrenders like the sun to the moon\ni can barely stand this aching burning endlessly\nlove me now forever\nwere your last words to me \n\nheaven help us cross this endless sea \nwith starlight above to guide you to me\nwaves crashing on distant shores\nthey are calling our names forever more\n\nand i still hear you whispering in the silence of my room\nmy heart still surrenders like the sun to the moon\ni can barely stand this aching burning endlessly\nlove me now forever\nwere the last words you said to me',Sad
'every generation\nblames the one before\nand all of their frustrations\ncome beating on your door\n\ni know that i am a prisoner\nto all my father held so dear\ni know that i am a hostage\nto all his hopes and fears\ni just wish i could have told him in the living years\n\ncrumpled bits of paper\nfilled with imperfect thought\nstilted conversations\ni am afraid that all we have got\n\nyou say you just don not see it\nhe says it is perfect sense\nyou just can not get agreement\nin this present tense\nwe all talk a different language\ntalking in defense\n\nsay it loud say it clear\nyou can listen as well as you hear\nit too late when we die\nto admit we don not see eye to eye\n\nso we open up a quarrel\nbetween the present and the past\nwe only sacrifice the future\nit the bitterness that lasts\n\nso don not yield to the fortunes\nyou sometimes see as fate\nit may have a new perspective\non a different date\nand if you don not give up and don not give in\nyou may just be ok\n\nsay it loud say it clear\nyou can listen as well as you hear\nit too late when we die\nto admit we don not see eye to eye\n\ni wasn not there that morning\nwhen my father passed away\ni didn not get to tell him\nall the things i had to say\n\ni think i caught his spirit\nlater that same year\ni am sure i heard his echo\nin my baby new born tears\ni just wish i could have told him in the living years\n\nsay it loud say it clear\nyou can listen as well as you hear\nit too late when we die\nto admit we don not see eye to eye',Sad
'they made up their minds \nand they started packing \nthey left before the sun came up that day \nan exit to eternal summer slacking \nbut where were they going without ever \nknowing the way \n\nthey drank up the wine \nand they got to talking \nthey now had more important things to say \nand when the car broke down they started walking \nwhere were they going without ever \nknowing the way \n\nchorus]\nanyone can see the road that they walk on \nis paved in gold \nand it is always summer \nthey will never get cold \nthey will never get hungry \nthey will never get old and grey \nyou can see their shadows wandering off somewhere \nthey won not make it home \nbut they really don not care \nthey wanted the highway \nthey are happier there today today \n\ntheir children woke up \nand they couldn not find them \nthey left before the sun came up that day \nthey just drove off and left it all behind em \nbut where were they going without ever \nknowing the way',Sad
